CUSTOMER_SK,TOTAL_REVENUE,TOTAL_ITEMS,DISTINCT_ITEMS,TIMES_VISITED,MOST_RECENT_VISIT,AVG_SPENT_PER_VISIT
51832497,1170.05986,328,180,22,3/23/15,53.18453909
37641574,1169.9296,260,106,17,3/17/15,68.81938824
20991391,1168.20983,379,154,32,3/23/15,36.50655719
23795671,1164.97981,320,119,23,3/25/15,50.65129609
22597869,1164.45989,334,184,20,3/24/15,58.2229945
22736205,1163.56986,295,145,11,3/20/15,105.7790782
23608397,1163.47987,316,191,49,3/24/15,23.74448714
36368641,1161.99975,282,202,11,3/19/15,105.6363409
21154780,1160.84976,363,192,15,3/21/15,77.389984
51848382,1160.22957,308,140,6,3/13/15,193.371595
36762673,1158.75981,349,200,21,3/24/15,55.17903857
34922689,1158.53979,271,118,32,3/25/15,36.20436844
21153804,1158.09986,308,204,17,3/16/15,68.12352118
21152942,1156.32979,549,117,12,3/23/15,96.36081583
34427718,1156.07983,325,205,12,3/24/15,96.33998583
36796386,1153.76976,290,181,43,3/25/15,26.83185488
22208038,1153.5499,534,350,11,3/21/15,104.8681727
34917830,1153.1898,331,137,17,3/21/15,67.83469412
20807562,1153.1498,337,202,18,3/12/15,64.06387778
36832982,1152.54983,351,193,24,3/21/15,48.02290958
20784541,1148.30989,406,231,33,3/24/15,34.79726939
40172913,1145.35972,332,130,28,3/25/15,40.90570429
39658676,1145.23979,369,187,26,3/24/15,44.04768423
22338806,1142.94969,291,131,22,3/23/15,51.95225864
21352901,1142.49985,305,188,21,3/21/15,54.40475476
20892820,1142.39981,284,197,9,3/16/15,126.9333122
23705833,1137.67994,362,215,106,3/24/15,10.73282962
21212634,1135.44977,319,138,26,3/7/15,43.671145
22642263,1134.45982,283,189,25,3/25/15,45.3783928
51829841,1133.01989,345,216,21,3/20/15,53.9533281
53486132,1132.00003,345,191,11,3/24/15,102.9090936
23748538,1131.49982,308,205,8,3/14/15,141.4374775
39304533,1131.45995,319,171,27,3/22/15,41.90592407
21249862,1131.2998,302,201,15,3/21/15,75.41998667
20691433,1130.68987,438,227,17,3/21/15,66.51116882
23242457,1130.04989,358,190,23,3/21/15,49.13260391
22847699,1129.11975,350,157,27,3/8/15,41.81925
23460492,1128.35981,331,169,10,3/21/15,112.835981
40107999,1127.52989,308,198,34,3/24/15,33.16264382
23748767,1126.81994,367,224,18,3/24/15,62.60110778
21625716,1126.56974,388,140,63,3/25/15,17.88205937
39839569,1126.25988,355,194,16,3/23/15,70.3912425
31912762,1126.08991,355,208,6,3/25/15,187.6816517
22203495,1125.84983,322,196,36,3/24/15,31.27360639
51838177,1125.56977,324,107,14,3/19/15,80.39784071
22589340,1125.53989,400,196,90,3/24/15,12.50599878
26128832,1125.0699,333,189,30,3/25/15,37.50233
22230215,1123.82981,282,176,24,3/22/15,46.82624208
22749973,1123.17982,379,148,7,3/14/15,160.45426
28306351,1122.90989,291,172,29,3/24/15,38.72103069
22211137,1122.41996,360,115,17,3/21/15,66.02470353
37634411,1122.29978,299,125,42,3/23/15,26.72142333
38871601,1121.61992,400,200,23,3/22/15,48.76608348
22206044,1120.81995,350,152,77,3/25/15,14.55610325
39314151,1119.34985,337,206,21,3/21/15,53.30237381
39632367,1118.64992,305,174,29,3/24/15,38.57413517
52776440,1117.5399,332,164,11,3/24/15,101.5945364
40235138,1117.34984,293,199,21,3/12/15,53.20713524
27673846,1116.40983,292,140,22,3/25/15,50.74590136
34481940,1116.38977,323,185,14,3/20/15,79.74212643
23270508,1115.94995,388,132,72,3/25/15,15.49930486
21160625,1115.88991,517,158,49,3/24/15,22.77326347
39926902,1115.53982,318,175,13,3/24/15,85.81075538
39558741,1115.28982,249,165,24,3/23/15,46.47040917
23792513,1114.99995,313,156,20,3/20/15,55.7499975
50949547,1114.69981,386,188,27,3/25/15,41.28517815
25950809,1114.04988,322,137,32,3/24/15,34.81405875
22847688,1112.54974,259,170,34,3/24/15,32.72205118
21633342,1110.37981,350,137,58,3/23/15,19.14447948
22295699,1110.05988,401,146,35,3/24/15,31.71599657
22292240,1107.08985,305,193,5,3/10/15,221.41797
21633082,1106.47989,278,132,44,3/24/15,25.14727023
21169569,1102.49994,383,169,12,3/24/15,91.874995
38991118,1101.92982,341,184,10,3/14/15,110.192982
28180701,1101.66999,381,206,13,3/22/15,84.74384538
25894271,1099.68979,280,188,14,3/19/15,78.54927071
20751648,1099.45972,247,136,12,3/25/15,91.62164333
21161130,1098.96987,403,191,9,3/25/15,122.1077633
40172921,1097.23988,357,234,22,3/24/15,49.87454
28426091,1094.97992,333,193,10,3/17/15,109.497992
20865988,1094.78966,317,135,13,3/19/15,84.21458923
39919879,1094.61989,359,207,48,3/24/15,22.80458104
20654956,1094.39979,358,184,12,3/21/15,91.1999825
25775745,1093.53983,350,141,101,3/25/15,10.82712703
21633743,1091.88992,356,194,19,3/25/15,57.46789053
22208041,1090.93988,307,131,42,3/25/15,25.97475905
21623262,1090.49992,366,215,54,3/25/15,20.19444296
21151393,1089.62984,263,108,12,3/21/15,90.80248667
34918347,1089.42979,375,147,30,3/24/15,36.31432633
22390812,1084.7798,331,206,22,3/7/15,49.30817273
20661208,1084.11981,249,141,11,3/9/15,98.55634636
34510629,1083.80977,282,180,25,3/25/15,43.3523908
52626511,1083.17988,305,233,16,3/20/15,67.6987425
21143669,1082.61998,379,236,20,3/23/15,54.130999
40177664,1082.49994,374,88,20,3/23/15,54.124997
21290262,1081.98979,298,145,16,3/24/15,67.62436188
20724104,1080.41988,275,171,12,3/20/15,90.03499
21580846,1079.87994,297,148,25,3/23/15,43.1951976
39009375,1079.18985,328,211,9,3/22/15,119.9099833
21620481,1078.91986,267,169,12,3/25/15,89.90998833
34321508,1078.00993,301,198,10,2/25/15,107.800993
40240879,1077.88998,349,210,10,3/23/15,107.788998
22129698,1077.75995,335,202,33,3/25/15,32.65939242
29345203,1077.32982,352,258,17,3/21/15,63.37234235
36799989,1077.1299,317,200,15,3/24/15,71.80866
35116941,1076.55982,302,148,7,3/24/15,153.79426
40104389,1075.93985,322,106,16,3/24/15,67.24624063
22153034,1075.39991,301,178,27,3/20/15,39.8296263
37620169,1074.79983,371,212,27,3/24/15,39.80740111
22220204,1074.21971,324,125,14,3/25/15,76.72997929
30230798,1074.02991,295,201,41,3/22/15,26.19585146
22004406,1073.76989,273,163,8,3/21/15,134.2212363
23025190,1071.64973,267,180,15,3/17/15,71.44331533
33415952,1070.92987,306,200,21,3/24/15,50.99666048
22340787,1069.69993,386,191,33,3/25/15,32.41514939
21159176,1069.33979,335,118,7,2/26/15,152.7628271
37452594,1068.62987,286,179,19,3/21/15,56.24367737
34372147,1067.28994,353,233,19,3/20/15,56.17315474
20728032,1066.54978,249,146,13,3/14/15,82.04229077
23795733,1066.14992,316,208,19,3/19/15,56.11315368
34945759,1066.14987,673,184,41,3/25/15,26.00365537
21381211,1065.43994,330,160,24,3/25/15,44.39333083
22153075,1064.27986,357,173,16,3/20/15,66.51749125
21467887,1063.5199,278,177,13,3/20/15,81.80922308
25228091,1062.97991,352,201,36,3/23/15,29.52721972
22208043,1061.24973,328,165,23,3/25/15,46.14129261
36756921,1059.22985,317,109,34,3/25/15,31.15381912
37711825,1058.63992,298,107,51,3/24/15,20.75764549
40105748,1058.02988,343,200,21,3/24/15,50.38237524
28298906,1056.56986,298,170,7,3/22/15,150.9385514
52514217,1056.53976,249,123,23,3/25/15,45.9365113
21627561,1056.49983,310,187,13,3/19/15,81.26921769
21157859,1055.44984,267,151,13,3/23/15,81.18844923
52621479,1055.21983,253,164,14,3/19/15,75.372845
20739854,1054.73987,365,124,81,3/25/15,13.02147988
22162486,1054.15984,305,185,21,3/21/15,50.19808762
39656993,1054.1299,377,200,26,3/20/15,40.54345769
26326099,1053.89984,305,182,16,3/25/15,65.86874
22153130,1053.31985,371,205,9,3/12/15,117.0355389
22249804,1052.12996,420,207,30,3/25/15,35.07099867
52997079,1051.80986,251,131,21,3/23/15,50.08618381
20909633,1051.6999,257,148,13,3/25/15,80.89999231
22591987,1051.19994,293,174,35,3/20/15,30.034284
53467634,1050.10986,265,171,16,3/22/15,65.63186625
52658110,1049.4099,321,206,32,3/19/15,32.79405938
36878487,1049.34994,356,226,77,3/25/15,13.6279213
23452502,1049.28982,548,132,76,3/23/15,13.806445
21155085,1049.15976,348,111,13,3/21/15,80.70459692
39846111,1048.82981,322,140,28,3/25/15,37.4582075
39921347,1048.53986,267,155,14,3/21/15,74.89570429
20672137,1046.64991,293,151,10,3/17/15,104.664991
21658811,1046.44989,293,103,19,3/22/15,55.07631
37377610,1045.93992,303,207,25,3/21/15,41.8375968
41542392,1045.92994,285,203,5,3/24/15,209.185988
22597095,1044.75996,459,258,30,3/24/15,34.825332
21189832,1044.14989,357,178,40,3/24/15,26.10374725
22313806,1042.69972,302,134,25,3/24/15,41.7079888
36012168,1039.77992,313,193,26,3/17/15,39.99153538
41520091,1038.77986,281,178,12,3/11/15,86.56498833
23380856,1038.52972,243,70,24,3/23/15,43.27207167
21159722,1038.49981,273,189,15,3/19/15,69.23332067
37156740,1038.35987,279,165,12,3/24/15,86.52998917
39736856,1038.21985,266,86,45,3/25/15,23.07155222
40175887,1037.95991,323,132,68,3/25/15,15.26411632
34335987,1037.21985,312,122,10,3/25/15,103.721985
34446947,1036.70986,305,198,33,3/23/15,31.4154503
20898522,1035.69991,331,186,27,3/24/15,38.35925593
26114114,1035.30994,305,169,40,3/23/15,25.8827485
22153209,1035.2799,327,191,25,3/25/15,41.411196
21155049,1034.67994,363,188,38,3/24/15,27.22841947
53374113,1034.66992,263,121,33,3/24/15,31.35363394
39837613,1033.71996,357,184,34,3/25/15,30.40352824
22964084,1033.33983,264,139,13,3/17/15,79.48767923
22844432,1033.20984,327,201,21,3/24/15,49.20046857
23795737,1033.17987,321,131,18,3/24/15,57.39888167
37615638,1032.23991,301,222,9,3/24/15,114.6933233
39005482,1031.88983,280,208,20,3/25/15,51.5944915
41521162,1031.32979,342,154,62,3/25/15,16.63435145
35116870,1030.01991,303,155,28,3/24/15,36.78642536
22153322,1029.3199,334,156,19,3/21/15,54.17473158
21321542,1029.19966,247,121,21,3/21/15,49.00950762
40344770,1029.09986,298,152,11,3/24/15,93.55453273
21263340,1028.08988,371,222,45,3/24/15,22.84644178
20968252,1028.07974,256,159,11,3/6/15,93.46179455
36838585,1027.50983,289,193,22,3/23/15,46.70499227
21288476,1027.4399,352,162,29,3/21/15,35.42896207
36786046,1026.63987,271,149,19,3/23/15,54.03367737
39728263,1024.33984,260,181,9,3/23/15,113.8155378
22118599,1022.78987,312,188,13,3/21/15,78.67614385
21618254,1021.52986,453,199,20,3/25/15,51.076493
41516086,1020.66988,282,193,22,3/21/15,46.39408545
20719345,1020.54973,285,161,11,3/23/15,92.77724818
53384874,1020.23988,293,143,48,3/25/15,21.2549975
23434240,1020.21993,260,148,38,3/25/15,26.84789289
23605187,1018.59996,282,144,11,3/24/15,92.59999636
51834109,1014.04982,269,142,19,3/14/15,53.37104316
20695594,1013.4798,315,186,6,3/10/15,168.9133
41523414,1013.32993,311,195,23,3/23/15,44.05782304
20784555,1011.6399,292,172,23,3/22/15,43.98434348
39619294,1009.08981,347,229,73,3/25/15,13.82314808
23808536,1007.49985,394,179,25,3/23/15,40.299994
36757839,1006.78999,289,141,39,3/25/15,25.81512795
21049161,1006.63985,274,164,22,3/22/15,45.75635682
20751640,1005.0398,333,218,34,3/23/15,29.55999412
21456650,1004.82982,250,131,8,2/28/15,125.6037275
34938516,1004.52995,344,173,25,3/20/15,40.181198
28855466,1004.45986,241,158,12,3/25/15,83.70498833
22157476,1004.34982,284,155,24,3/23/15,41.84790917
21613338,1004.12979,283,194,10,3/25/15,100.412979
21152114,1003.94981,283,179,23,3/23/15,43.64999174
21472022,1003.31995,259,166,27,3/22/15,37.15999815
20856094,1002.59985,282,109,27,3/21/15,37.13332778
21153603,1002.31993,325,201,34,3/19/15,29.47999794
21191477,1002.21987,343,177,28,3/20/15,35.79356679
20736981,1001.8499,294,170,19,3/23/15,52.72894211
21632667,1001.13964,248,121,47,3/23/15,21.3008434
22249824,999.90985,308,151,18,3/21/15,55.55054722
21656744,999.83988,277,128,14,3/23/15,71.41713429
52024373,999.63983,260,109,28,3/17/15,35.7014225
40268404,999.24985,240,149,9,2/20/15,111.0277611
28670368,997.55988,273,151,18,3/19/15,55.41999333
23613203,997.15984,289,186,15,3/14/15,66.47732267
21159915,996.97997,310,186,22,3/25/15,45.31727136
20708128,996.78979,243,149,19,3/23/15,52.46262053
22642765,996.74985,276,152,12,3/17/15,83.0624875
53214108,995.68997,335,190,28,3/25/15,35.56035607
22208014,994.85988,442,235,62,3/25/15,16.0461271
22395039,994.73996,334,199,25,3/24/15,39.7895984
51984796,994.02986,242,154,25,3/20/15,39.7611944
21429241,993.18993,284,194,42,3/25/15,23.64737929
23822319,992.59992,300,159,33,3/11/15,30.07878545
39832910,992.54999,366,167,21,3/25/15,47.26428524
29932846,992.2998,295,168,11,3/25/15,90.20907273
21451605,991.9498,269,169,8,3/23/15,123.993725
22153136,991.40992,310,180,22,3/23/15,45.06408727
39452893,991.34989,278,195,11,3/22/15,90.12271727
22253883,991.33982,320,190,15,3/21/15,66.08932133
21269051,990.19994,417,197,34,3/25/15,29.12352765
22206541,989.84983,249,136,9,3/2/15,109.9833144
21102583,988.49997,492,204,67,3/24/15,14.7537309
28433219,987.13984,271,164,39,3/22/15,25.31127795
22153038,987.11996,306,150,47,3/23/15,21.00255234
21663834,984.68985,285,172,13,3/20/15,75.74537308
22382563,984.39992,246,144,18,3/17/15,54.68888444
40010333,984.07986,254,163,38,3/24/15,25.89683842
39818094,983.98989,270,152,15,3/23/15,65.599326
21666275,983.97981,232,156,11,3/24/15,89.45271
21225995,983.68993,303,222,6,3/22/15,163.9483217
21623476,983.35985,290,149,33,3/20/15,29.79878333
22329423,983.14993,326,206,10,3/14/15,98.314993
21587750,982.62987,267,176,17,3/17/15,57.80175706
22163783,982.03993,291,141,19,3/24/15,51.68631211
22153285,981.53991,290,180,18,3/21/15,54.529995
21437649,981.0198,476,165,26,3/25/15,37.73153077
21034566,980.64985,274,161,21,3/22/15,46.6976119
21170961,978.86991,289,160,33,3/24/15,29.66272455
32515990,978.36999,358,252,18,3/24/15,54.35388833
42478106,978.27989,264,79,41,3/24/15,23.86048512
25263446,978.04988,262,136,12,3/3/15,81.50415667
37351299,977.32986,248,148,14,3/10/15,69.80927571
21287737,976.47983,236,156,22,3/20/15,44.38544682
50248672,976.38996,482,357,69,3/25/15,14.15057913
22612287,976.1499,319,192,46,3/25/15,21.22065
25480422,976.06985,278,136,8,3/25/15,122.0087313
20695246,975.6897,267,69,29,3/24/15,33.64447241
22987435,975.50994,285,146,18,3/23/15,54.19499667
22417308,974.39991,289,182,32,3/24/15,30.44999719
21159242,974.31983,276,196,18,3/20/15,54.12887944
27908506,974.07993,327,189,9,3/22/15,108.2311033
23575552,973.72999,349,146,32,3/25/15,30.42906219
39728707,973.11979,278,170,12,3/22/15,81.09331583
34462220,972.85989,295,174,22,3/24/15,44.22090409
22230246,972.2399,305,189,15,3/23/15,64.81599333
30028888,972.22989,236,160,12,3/16/15,81.0191575
20853996,969.84988,268,189,10,3/24/15,96.984988
22249826,968.81987,290,164,28,3/21/15,34.60070964
22007122,968.49989,337,201,37,3/23/15,26.1756727
20810336,968.27987,262,154,15,3/25/15,64.55199133
23631185,968.10994,323,208,16,3/25/15,60.50687125
34450566,966.89993,261,168,28,3/24/15,34.53214036
22847682,966.58984,265,106,22,3/21/15,43.93590182
22597784,965.75986,251,169,10,3/22/15,96.575986
38977995,963.89984,248,170,16,3/24/15,60.24374
21625102,963.71986,282,136,14,3/24/15,68.83713286
22129742,963.65992,323,159,18,3/24/15,53.53666222
20676035,963.49986,259,172,17,3/19/15,56.67646235
28680089,963.41988,231,148,18,3/20/15,53.52332667
21156676,962.97993,316,154,61,3/25/15,15.78655623
21626296,962.26988,296,86,16,3/25/15,60.1418675
20725874,961.8899,249,203,6,2/28/15,160.3149833
21473212,961.86984,265,158,12,3/20/15,80.15582
34918009,961.81992,298,180,16,3/21/15,60.113745
22211079,960.71986,296,123,17,3/19/15,56.51293294
21164514,960.68984,246,122,17,3/16/15,56.51116706
34308241,960.20983,283,139,21,3/21/15,45.72427762
51837805,959.37993,307,184,21,3/22/15,45.68475857
28179740,958.33985,310,194,11,3/19/15,87.12180455
21476571,958.29984,218,158,11,3/21/15,87.11816727
20729388,956.31981,227,109,29,3/24/15,32.97654517
22764317,955.70992,290,220,29,3/22/15,32.95551448
28671189,955.44989,244,187,5,3/21/15,191.089978
21460970,954.6398,297,179,18,3/20/15,53.03554444
34333989,953.89972,291,173,9,3/1/15,105.9888578
36768644,953.32996,291,200,18,3/24/15,52.96277556
29369440,953.22992,302,190,17,3/19/15,56.07234824
35112899,952.8899,285,190,32,3/22/15,29.77780938
21626570,952.52982,266,153,24,3/21/15,39.6887425
21451467,950.83942,389,115,12,3/11/15,79.23661833
21150563,950.02965,435,127,20,3/23/15,47.5014825
21621904,949.21981,297,75,22,3/20/15,43.146355
51829703,948.81982,282,126,28,3/23/15,33.88642214
21156223,948.26982,262,174,8,3/13/15,118.5337275
23469967,947.87983,282,155,7,3/16/15,135.4114043
22242199,947.55988,239,135,33,3/24/15,28.71393576
29932474,947.25997,305,161,16,3/22/15,59.20374813
21154925,947.19988,244,169,11,3/3/15,86.10908
21200173,946.92987,235,143,11,3/25/15,86.08453364
39916616,946.39989,256,147,30,3/23/15,31.546663
22340791,945.37995,364,164,60,3/12/15,15.7563325
22117052,945.14966,276,109,6,3/20/15,157.5249433
21630635,944.46984,258,163,29,3/19/15,32.56792552
40018363,943.36982,303,212,28,3/22/15,33.69177929
22992254,943.27995,272,151,16,3/25/15,58.95499688
21152561,943.02995,290,205,20,3/24/15,47.1514975
28663207,942.84979,227,152,15,3/11/15,62.85665267
21565073,942.81987,230,126,26,3/24/15,36.26230269
22153316,942.38991,268,148,18,3/21/15,52.354995
39555288,941.51981,269,124,14,3/20/15,67.251415
39551867,941.13992,261,160,22,3/21/15,42.77908727
21156895,940.36984,301,130,11,3/21/15,85.48816727
22169579,939.79994,379,184,58,3/24/15,16.20344724
21173701,939.5099,285,171,36,3/23/15,26.09749722
34920343,939.19991,260,155,20,3/25/15,46.9599955
39462039,939.18995,277,189,24,3/24/15,39.13291458
23651983,938.14985,257,187,37,3/25/15,25.35540135
22754914,937.3599,369,130,15,3/20/15,62.49066
21594140,935.5298,245,126,20,3/24/15,46.77649
53215047,935.34953,373,79,27,3/23/15,34.64257519
27653038,934.92994,351,196,16,3/24/15,58.43312125
52636611,934.89989,262,184,18,3/19/15,51.93888278
40112220,934.52983,244,118,15,3/23/15,62.30198867
21246818,933.71982,235,112,51,3/25/15,18.30823176
20820217,933.6299,289,186,16,3/22/15,58.35186875
51920715,932.87991,380,121,24,3/24/15,38.86999625
52637035,932.16987,248,177,16,3/21/15,58.26061688
20864324,932.14992,363,153,17,3/24/15,54.83234824
52197161,931.91978,179,79,20,3/10/15,46.595989
26027638,931.7099,309,207,36,3/23/15,25.88083056
20784476,931.65997,294,79,33,3/23/15,28.2321203
22228407,931.53,388,172,27,3/25/15,34.50111111
39354604,930.93986,239,155,12,3/21/15,77.57832167
20757185,930.57984,247,149,5,3/1/15,186.115968
21702843,929.67993,265,133,27,3/24/15,34.43259
34468675,929.57988,250,180,30,3/23/15,30.985996
22261659,929.17978,239,145,20,3/14/15,46.458989
39308428,928.31971,240,153,11,3/22/15,84.39270091
40168745,927.4299,266,179,20,3/24/15,46.371495
39818642,927.20981,210,158,13,3/17/15,71.32383154
23798266,926.68989,252,132,23,3/23/15,40.29086478
23269412,925.6099,270,144,19,3/24/15,48.71631053
28404514,925.35988,255,171,6,3/25/15,154.2266467
41535173,925.08993,283,162,35,3/22/15,26.43114086
39915517,924.85982,207,95,25,3/16/15,36.9943928
31882028,924.82995,374,237,21,3/25/15,44.03952143
22206232,924.67989,257,146,12,3/21/15,77.0566575
21460967,923.99982,256,162,12,3/12/15,76.999985
34848459,923.96991,266,173,6,3/20/15,153.994985
52621201,923.92978,285,177,23,3/20/15,40.17086
21701809,923.76993,277,148,13,3/24/15,71.05922538
21625129,923.47989,271,186,13,3/13/15,71.03691462
22211044,922.94979,268,172,10,3/21/15,92.294979
37614526,922.73989,254,165,23,3/22/15,40.11912565
21181287,922.57985,242,173,29,3/25/15,31.81309828
36556395,922.54987,286,152,29,3/23/15,31.81206448
23467162,921.90989,230,146,25,3/23/15,36.8763956
22211018,921.54992,279,179,15,3/21/15,61.43666133
36837591,921.50997,328,175,33,3/25/15,27.92454455
21075831,921.3299,257,165,14,3/17/15,65.80927857
26117085,921.29988,233,120,19,3/25/15,48.48946737
21450522,920.9899,279,189,7,3/17/15,131.5699857
21155422,920.40989,288,151,26,3/21/15,35.40038038
39309985,919.06994,260,88,38,3/25/15,24.18605105
21474395,918.56997,322,158,12,3/24/15,76.5474975
20886709,918.50999,354,192,32,3/24/15,28.70343719
37469473,917.82986,243,159,14,3/14/15,65.55927571
27945644,917.78985,231,176,17,3/23/15,53.98763824
28750339,917.62985,312,114,56,3/25/15,16.38624732
39433520,917.47993,281,106,26,3/24/15,35.28768962
21429923,916.97963,256,118,15,3/19/15,61.13197533
28168373,916.47987,282,132,29,3/24/15,31.60275414
52861138,915.89986,306,147,40,3/24/15,22.8974965
22011511,914.52989,256,154,23,3/21/15,39.76216913
42471969,913.54991,239,130,25,3/17/15,36.5419964
22191134,913.21998,327,193,44,3/25/15,20.75499955
22282680,912.83981,295,107,6,3/10/15,152.1399683
36786846,912.8299,253,169,18,3/17/15,50.71277222
34380967,912.18987,253,176,17,3/23/15,53.65822765
34488207,911.21988,239,146,16,3/14/15,56.9512425
34338341,911.19993,287,166,10,3/21/15,91.119993
34358202,911.17977,257,132,35,3/21/15,26.03370771
21121647,910.73002,307,125,14,3/25/15,65.05214429
22220262,909.04986,286,82,47,3/23/15,19.34148638
53213285,908.13991,272,152,21,3/22/15,43.24475762
22163862,907.99983,304,201,20,3/25/15,45.3999915
36539706,907.74976,217,111,9,3/21/15,100.8610844
20789559,907.46985,309,182,8,3/21/15,113.4337313
23785612,907.46979,219,100,15,3/21/15,60.497986
22187201,907.14976,233,155,39,3/24/15,23.26025026
21187774,907.01992,359,206,20,3/23/15,45.350996
25478857,906.71985,272,160,21,3/25/15,43.17713571
53236295,906.57991,243,111,19,3/22/15,47.71473211
37058482,906.25982,271,173,78,3/25/15,11.61871564
25043950,906.06986,262,134,32,3/23/15,28.31468313
21170911,905.04985,212,134,17,3/19/15,53.23822647
28187675,904.79991,285,165,20,3/24/15,45.2399955
23748419,904.53985,228,155,18,3/12/15,50.25221389
37706761,903.4499,294,218,19,3/25/15,47.54999474
22751386,902.13994,273,163,23,3/25/15,39.22347565
21289058,901.7698,267,176,21,3/21/15,42.94141905
36843890,900.47985,224,117,30,3/20/15,30.015995
34940682,899.93987,207,101,25,3/23/15,35.9975948
36515526,898.6399,257,188,11,3/24/15,81.69453636
23643227,898.11981,236,126,21,3/24/15,42.76761
22208766,897.61001,235,99,25,3/24/15,35.9044004
34321267,896.75986,256,172,21,3/21/15,42.70285048
36879896,896.04985,242,187,12,3/8/15,74.67082083
34446135,895.72,255,103,37,3/25/15,24.20864865
34306689,895.02996,297,185,20,3/21/15,44.751498
40043544,894.72999,290,115,62,3/25/15,14.43112887
25345286,893.97993,324,215,47,3/24/15,19.02084957
20726754,893.81993,251,157,25,3/23/15,35.7527972
39018925,893.05992,246,126,24,3/24/15,37.21083
22295664,892.84992,248,155,14,3/25/15,63.77499429
40176272,891.35994,258,141,10,3/21/15,89.135994
23266941,891.18987,248,150,14,3/11/15,63.65641929
21663316,890.92979,258,125,9,3/17/15,98.99219889
34443761,889.92994,243,188,6,3/24/15,148.3216567
22524563,889.20992,359,223,25,3/25/15,35.5683968
22395041,888.83989,353,157,22,3/24/15,40.40181318
28840959,888.17984,295,121,41,3/25/15,21.66292293
22307857,887.95997,217,122,13,3/21/15,68.30461308
53111691,887.89985,227,122,6,3/24/15,147.9833083
52623460,887.7399,277,201,9,3/19/15,98.63776667
20802109,887.50988,296,142,20,3/25/15,44.375494
27940316,887.20985,241,167,21,3/25/15,42.2480881
39538271,887.06989,234,149,13,3/24/15,68.23614538
22240885,886.86004,445,141,23,3/20/15,38.55913217
28739346,886.8599,272,179,13,3/25/15,68.21999231
23637528,886.73997,258,110,16,3/25/15,55.42124813
22207946,886.42989,302,166,27,3/25/15,32.83073667
40131932,885.29977,217,139,30,3/20/15,29.50999233
50246482,884.75998,262,180,16,3/23/15,55.29749875
23633572,884.37992,234,148,15,3/24/15,58.95866133
21701598,884.0499,230,135,32,3/19/15,27.62655938
22162631,882.77983,249,161,24,3/23/15,36.78249292
25250038,882.41985,271,197,45,3/20/15,19.60933
23271326,881.84992,255,160,21,3/24/15,41.99285333
36557069,881.82986,208,101,23,3/22/15,38.3404287
20710481,881.42988,250,156,6,3/8/15,146.90498
21275639,881.18992,274,169,16,3/21/15,55.07437
21151375,880.49977,207,119,13,3/23/15,67.73075154
36018080,880.01994,286,201,33,3/24/15,26.66727091
27976567,879.97995,334,144,49,3/25/15,17.95877449
34945500,879.40993,379,229,16,3/24/15,54.96312063
23522356,878.98984,223,130,12,3/17/15,73.24915333
23639118,878.61997,326,216,77,3/24/15,11.41064896
22992560,877.46998,273,93,60,3/25/15,14.62449967
20983338,877.31974,244,155,24,3/20/15,36.55498917
20794268,876.41979,312,86,19,3/23/15,46.12735737
22760482,875.53993,286,143,27,3/25/15,32.42740481
22153341,875.28989,287,143,9,3/12/15,97.25443222
22015703,875.24988,277,155,14,3/22/15,62.51784857
25764437,872.64998,311,141,35,3/25/15,24.93285657
39632061,872.38992,237,153,17,3/23/15,51.31705412
20814909,871.78977,212,137,15,3/20/15,58.119318
21632644,871.35979,223,136,6,2/28/15,145.2266317
22902414,870.13988,259,121,9,3/11/15,96.68220889
23640695,869.90998,304,200,37,3/22/15,23.51108054
23130860,869.58994,298,170,23,3/24/15,37.80825826
39748866,869.41999,274,127,15,3/23/15,57.96133267
22841657,869.20964,291,92,25,3/25/15,34.7683856
21296687,868.66987,255,133,20,3/24/15,43.4334935
30021839,868.61982,221,137,9,3/21/15,96.51331333
38863836,867.83985,221,168,30,3/24/15,28.927995
40175552,867.30995,262,137,9,3/24/15,96.36777222
42460834,866.78996,328,193,38,3/23/15,22.81026211
31923785,866.6899,221,133,10,3/25/15,86.66899
37703211,866.61998,341,199,32,3/24/15,27.08187438
22295668,865.92991,312,186,48,3/25/15,18.04020646
37158661,864.83982,178,98,5,3/9/15,172.967964
20941714,864.62986,224,133,17,3/25/15,50.86058
21212686,864.17989,217,125,7,3/4/15,123.45427
21284880,864.04997,266,156,28,3/24/15,30.8589275
20792407,863.0098,221,128,17,3/7/15,50.76528235
22203497,862.56987,255,133,13,3/25/15,66.35152846
42467069,862.38998,324,230,12,3/25/15,71.86583167
37715060,862.26996,359,239,67,3/24/15,12.8697009
41523039,862.26991,245,134,18,3/22/15,47.90388389
22963514,862.23991,234,157,6,3/21/15,143.7066517
34310725,862.22996,226,94,44,3/24/15,19.59613545
21136142,862.00001,306,182,15,3/24/15,57.46666733
20684242,861.10986,383,153,30,3/21/15,28.703662
20924486,859.84994,302,164,34,3/24/15,25.28970412
21163986,859.65985,218,141,13,3/21/15,66.12768077
40030254,859.62988,248,149,25,3/21/15,34.3851952
37716286,859.47987,246,145,18,3/22/15,47.74888167
37470725,858.14996,256,108,28,3/24/15,30.64821286
21621960,858.0299,214,152,10,3/17/15,85.80299
22190882,857.69989,232,159,21,3/20/15,40.8428519
21064245,857.22989,270,178,4,3/14/15,214.3074725
